Name,SMILES,logPI,method.logPI,pH,Name,nG,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sI,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,CCCC,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,OCNN,OSCC,NCSO,CH_strength,XH_strength,HBA_strength,Hyd_Apolar,Hyd_Polar,Hyd
11,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,0.09,Potentiometric,7.4,Buprenorphine,0,11.68259671,16.00273931,-0.423158168,0.373065454,5.600672017,14.72475277,0.793103448,2.919,467.6412348,0,5,4.1,8,11,40,1,75,2.614,6.832996,134.9446,0,8,1,2,1,1,1,6,0,0.13301846,220,2624,86,70.91054068,2.085604138,14.73499259,11.18032725,3.554665338,6.321928095,62.16,1,0.5,2.905442262,8.088168187,6.868821451,8.18509662,14.12144465,25.19305087,14.05820448,8.978491373,12.75627417,4.039695455,0.125,0.918299539,0.333333333,0,0,0,0,0,0,5,0,8,0,0,2,4,0,0,4,0,5,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,23.14125,6.896326531,2.576414252,0.793103448,5439.05,0.705882353,624,23.88854058,16.01658763,17.12428853,15.60826775,13.50552575,13.19133741,11.71760327,10.18033781,21.48620001,13.55313454,13.7948642,11.56814476,9.46240539,8.701989729,7.194711863,5.811285828,12.61030934,20.99614564,38.00927728,8.71581444,13.94874635,23.59458989,4.807940808,0.608765249,3.060416837,1.31213954,3.756133453,0.485862065,1.90678602,0.75298292,0.288675135,0.204124145,0.068041382,0.593917163,1.649780925,0.288675135,0.204124145,0.029462783,0.392215172,1.016221818,0,0,0,4,2,6,9,4,3,3557.510438,4721.05767,8129.141863,9944.378089,9586.993364,37.45785644,42.49109766,71.64983146,94.19159328,96.24721824,0.542179048,-0.223439956,-0.154343802,0.200597846,-0.143708712,2,5,50.633487,82.686513,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1084,1.5158,4.4303,-1.234464627,-22.95924952,-22.92115201
12,CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O,0.77,Potentiometric,7.4,Carazolol,0,11.65932026,16.00046641,-0.416522472,0.380448026,5.157389871,10.72998312,0.333333333,1.881,298.380159,0,6,3,14,13,24,1,44,0.4214,0.17757796,95.9234,0,3,3,1,1,0,1,2,0,0.179496046,114,1127,32,45.01855549,2.046297977,11.67294144,5.613197801,6.059743642,5.584962501,53.52,1,0.5,0.5,2.211431925,2.482449708,0,9.504183601,18.27412974,0,6.93978659,0,0,0,0.333333333,0,0,0,0,0.125,0,0,2,0,2,0,0,7,2,0,0,1,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.84375,7.713498623,4.110329908,0.333333333,1654.04,0.590909091,445,15.52673326,10.64786705,9.62622592,7.573322902,6.408331574,5.58174173,3.702538027,2.805308212,12.96582787,7.685791019,5.877069679,3.684915509,2.605239153,1.87910955,0.993622482,0.623113235,2.862551496,4.7069625,7.01792274,1.14926858,1.518384871,1.858281031,1.4441173,0,0.224513414,0,0.755706496,0,0.071649116,0,0,0,0.07856742,0.363402303,0.638624178,0,0,0.03125,0.121585627,0.166618238,0,0,0,10,2,4,2,0,0,1437.76089,1682.004018,2346.804065,2239.769945,1922.631258,24.26889867,25.66100366,35.82373342,35.48720821,32.09974695,0.343532611,-0.121860708,-0.151938219,0.05730776,0.123959189,3,4,27.286554,50.153446,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9606,2.0733,3.5351,-1.223996176,-17.00951243,-18.2335086
13,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,1.95,Potentiometric,7.4,Carvedilol,0,11.65932026,16.00313597,-0.416485432,0.382788517,4.866286686,10.72874018,0.25,1.816,406.4751472,0,10,3.44,14,18,33,1,56,-0.0801,0.00641601,129.031,0,4,4,2,2,0,1,3,0,0.177208035,154,3062,45,61.94622108,2.064874036,17.6868859,11.4978376,6.189048293,6.044394119,71.98,0.888888889,0.470588235,0,1.74582312,0.952481997,0,17.31512852,23.67699343,0,6.755119044,0,0,0,0.550321208,0.50471726,0,0,0,0.125,0,0,1,0,4,0,0,11,1,0,0,3,4,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,23.16804408,11.74380165,6.081011204,0.25,2611.06,0.9,899,20.76093778,14.75835149,12.50590389,10.69921904,9.068537041,7.372308852,4.939743568,3.61348582,16.92858882,10.02849072,7.017565906,4.908631577,3.473374809,2.35545062,1.283925986,0.789525917,3.565500939,6.121520125,8.355930361,1.229931952,1.782288295,2.027508728,1.369202343,0,0.307846747,0,0.584882491,0,0.085538005,0,0,0,0.07856742,0.446735636,0.756475308,0,0,0.03125,0.149363405,0.189298698,0,0,0,16,2,4,1,0,0,1875.498964,2180.0558,2982.346808,2914.253509,2462.559927,33.81783674,35.98937157,48.31801137,51.14350675,44.92638877,0.653057589,-0.28376594,-0.258293793,0.305464719,-0.006885964,3,6,35.491382,64.984618,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.73,2.2771,4.9535,-2.758150096,-24.78606597,-26.58281549
14,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1.67,Potentiometric,7.4,Chlorpromazine,0,11.69931087,34.96938079,-0.398347428,0.34019227,5.710857851,12.23441723,0.294117647,3.026,318.8658136,0,4,2.89,13,10,23,1,40,2.2955,5.26932025,103.2113,0,3,3,1,1,0,0,3,0,0.099907026,110,896,33,43.09840881,2.052305181,12.30494541,0,6.561860237,5.523561956,31.78,0.8,0.444444444,0.5,3.405757844,1.479388664,0,12.3602603,16.8988089,0,4.329638386,0,0,0,0,0,0,0,0,0,0,0.25,2,0,3,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,15.87901701,7.05078125,3.673469388,0.294117647,1344.04,0.666666667,332,14.81962648,10.14786705,9.274857208,7.302478732,6.293589788,5.578309202,3.990019244,3.077295492,13.91583771,8.33117204,7.010513421,4.940160424,3.830862073,3.093980459,2.024758109,1.387623289,2.870858196,4.75437656,7.457996159,1.854620422,2.716681455,3.878232314,1.438505049,0,0.247193875,0,1.066919779,0,0.136930639,0,0,0,0,0.196735636,0.422850777,0,0,0,0.086066699,0.217204684,0,0,0,12,0,2,1,0,0,1859.441968,2205.595824,3133.35489,3270.446651,2770.929869,35.56066355,29.28843265,43.5797737,46.69322897,40.09577201,0.197106715,-0.110852743,-0.014075255,-0.025957451,0.110553688,0,2,27.430933,49.869067,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1412,0,2.1785,-0.924880497,-10.46302581,-11.1209369
15,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,-1.69,Potentiometric,7.4,Ciprofloxacin,0,11.69087896,19.00013893,-0.381400613,0.442081317,4.497729458,11.12581416,0.411764706,1.809,331.3421714,0,3,2.56,15,12,27,1,42,-0.284,0.080656,90.2763,1,4,2,3,1,1,0,3,0,0.220092687,134,1234,43,49.01608449,2.042336854,19.96833626,7.434295983,9.9456718,5.754887502,72.88,0.833333333,0.454545455,0,0,0,0,9.003212111,19.70934266,0,10.75666579,0,0,0.944940787,0,0,0,0,0,0,0.43643578,0.25,0,0,5,0,0,3,1,0,1,3,2,0,0,0,1,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,17.41563786,6.9575,3.36,0.411764706,1473.07,0.791666667,440,16.8445705,11.55855065,10.84231743,8.964559166,7.687201531,6.43829766,4.762311494,3.613276889,13.0881436,8.133883267,6.373312034,4.440435226,3.239321974,2.330604334,1.377013726,0.893927188,4.435907746,7.222242842,11.01871578,1.579644246,2.18261623,2.791697922,1.775232834,0,0.636636523,0,0.74010451,0,0.166417979,0,0.288675135,0.166666667,0,0.394616868,0.727768905,0.288675135,0.129099445,0,0.199682924,0.275574623,0,0,2,6,2,4,3,0,0,1669.827065,2047.940328,2875.47928,3200.073643,2880.05583,28.90539215,29.90751651,42.09440843,49.02202716,49.72335732,0.617777436,-0.244459375,-0.08715839,-0.155627906,0.276915366,2,6,27.416726,48.185274,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8.3956,1.7773,5.0027,-2.22834608,-24.32569312,-25.82703155
16,C1CN(CC2=CC=CC=C21)C(=N)N,-0.87,Potentiometric,7.4,Debrisoquine,0,11.68826955,14.03946005,-0.401972454,0.283283838,5.461896116,9.534814236,0.3,1.393,175.2306984,0,1,2.23,6,8,14,3,26,0.5763,0.33212169,56.2943,0,2,1,1,1,0,0,2,0,0.303293431,66,238,18,26.37286184,2.02868168,8.226916215,0,8.226916215,4.807354922,53.11,0.75,0.428571429,0,0,0,0,8.780973945,9.333258269,0,1.310370697,0,0,0,0,0,0.5,0,1,0,0,0,0,0,3,0,0,4,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.551020408,4.022160665,2.083333333,0.3,573.03,0.769230769,148,9.259148545,6.270856948,5.621765482,4.523052773,3.515169079,2.93000977,1.857070837,1.228169592,7.455285285,4.429194515,3.325505984,2.471338298,1.701349315,1.216715696,0.638142083,0.349006674,1.939996985,2.454385327,3.268549213,0.844549314,1.017255745,1.147319359,0.833333333,0,0.25,0,0.380477267,0,0.073941528,0,0,0,0,0.151374715,0.253359885,0,0,0,0.067306249,0.104691492,0,0,0,4,2,2,1,0,0,815.4514451,933.7216795,1255.514861,1144.758264,709.260624,14.0799409,14.83090967,20.41230477,18.9970916,12.9970916,0.133269402,-0.126083434,0.084983836,-0.019070585,-0.011294186,2,3,15.531691,29.568309,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4435,2.1407,2.7823,-1.20456501,-11.88446463,-13.08900574
17,CC(CC1=CC=CC=C1)N(C)CC#C,-0.95,Potentiometric,7.4,Deprenyl,0,11.67435426,14.0190537,-0.427842051,0.259523361,4.54718181,9.503258294,0.384615385,2.463,187.2812627,0,4,2.78,6,10,14,1,31,3.3281,11.07624961,65.4923,0,1,1,1,1,0,0,1,0,0.017313602,62,337,16,27.35153349,1.953680963,3.139368799,0,3.139368799,4.807354922,3.24,0.8,0.444444444,0.766309432,5.548074968,2.080083823,0,9.344515074,6.731921543,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.07142857,6.477508651,4.387811634,0.454545455,779.01,0.428571429,191,10.38890506,6.736382105,5.482981008,4.145284685,2.920792756,2.036040303,0.921654644,0.597758698,8.902879042,4.913704329,3.657982941,2.467072936,1.410870202,0.848717899,0.364218591,0.194850848,1.514013549,1.748763933,2.206839508,1.010045592,0.893775922,0.968389148,0.675528666,0,0.166666667,0,0.482999502,0,0.129099445,0,0,0,0,0.102062073,0.072168784,0,0,0,0.032075015,0.022680461,1,1,0,5,1,2,2,0,0,794.069725,853.674839,1032.013302,938.2843274,727.2776712,14.3599803,14.4985458,17.4985458,16.33236387,13.33236387,0.109643881,-0.084888638,0.026245703,0.012912634,-0.008518727,0,1,20.564519,35.315481,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5229,0,0.8361,-0.281620459,-4.190535373,-4.472179732
18,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.34,RP-HPLC,7.4,Desipramine,0,11.69180655,14.01851687,-0.381005757,0.302954173,5.074198543,11.55150736,0.333333333,2.361,266.3813491,0,4,3.22,13,10,22,1,42,2.2151,4.90666801,93.5133,0,3,2,1,2,0,0,2,1,0.057367562,102,759,34,41.43709161,2.071854581,6.29974829,0,6.29974829,5.459431619,15.27,0.8,0.444444444,0,2.061298421,0.6172134,0,21.4769147,18.98371186,0,3.086163688,0,0,0,0,0,0,0,0,0,0.25,0,1,0,5,0,0,8,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.91735537,7.319857313,3.4425,0.333333333,1556.02,0.75,314,13.78624628,9.898178148,8.153769428,7.084888361,6.120693194,5.233746066,3.762709472,2.848987333,12.10154965,7.478802072,5.366169407,4.036996757,3.025064137,2.219151413,1.436692663,0.935634208,2.272302045,4.146740313,6.258833608,1.093767761,1.746981378,2.299200973,0.741581624,0,0.247193875,0,0.412280532,0,0.098348174,0,0,0,0,0.166666667,0.214076175,0,0,0,0.055555556,0.06412891,0,0,0,10,2,2,3,0,0,1523.421663,1783.180133,2465.072091,2900.409871,2412.01668,20.7199606,22.83090967,29.9970916,35.32945547,31.69234417,0.133795655,-0.072002373,0.008906176,-0.043227653,0.071234914,1,2,26.690554,48.549446,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9212,0.4658,1.8296,-1.406620459,-8.380712237,-9.787332696
19,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,0.68,Potentiometric,7.4,Diclofenac,0,11.6934036,34.97039079,-0.380983216,0.386346708,4.059597544,11.18146,0.071428571,2.219,296.1490391,0,4,2.45,13,10,20,0,30,1.8296,3.34743616,83.8478,1,2,2,2,2,0,0,2,0,0.167210882,94,706,27,38.02566283,2.001350675,13.02823071,4.806839671,3.130335239,5.321928095,49.33,0.8,0.444444444,0,0,0,0,8.01500227,15.11784226,0,5.728313255,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,15.39,7.135802469,4.231404959,0.071428571,619.05,0.684210526,281,13.82806265,9.0753874,8.219193771,6.196300943,5.07555359,3.943932099,2.471505554,1.506152986,11.37180739,6.340098348,4.763721232,3.211412871,2.203167159,1.344258532,0.742476325,0.3400278,2.617274362,4.040048095,5.471215564,1.184101358,1.575621214,1.698667271,1.349068908,0,0.275783423,0,0.628607414,0,0.111294491,0,0,0,0,0.151374715,0.302046416,0,0,0,0.051834039,0.100113347,0,0,1,11,1,0,1,0,0,1308.360735,1502.537793,2012.862919,1994.092351,1635.901847,36.33481819,24.9000891,36.91046328,41.18677936,41.34694617,0.29314064,-0.113482752,-0.051010334,0.020933614,-0.053564849,2,3,14.483277,39.038723,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4627,2.1938,2.8012,-1.34125239,-14.79655832,-16.13781071
20,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,-0.52,RP-HPLC,7.4,Diphenhydramine,0,11.68789811,15.99992984,-0.412966196,0.29893769,5.595481568,10.66389289,0.294117647,1.922,255.3553742,0,6,3.11,6,10,20,1,40,2.4521,6.01279441,88.2042,0,2,2,2,2,0,0,2,0,0.048870853,90,736,24,38.30023058,2.015801609,6.063405459,3.080882576,2.982522884,5.321928095,12.47,0.8,0.444444444,0.5,3.746239542,1.062658569,0,18.03607807,13.68133381,0,2.381101578,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.39,8.3232,5.12,0.294117647,1339.02,0.684210526,285,13.50178923,9.270856948,7.784785313,5.829589442,4.742744666,3.74635981,2.177225017,1.70139676,11.62052841,6.633749826,4.87547377,3.027662328,1.993692891,1.342563173,0.692037241,0.4546763,1.66935723,2.632993162,3.479083566,0.798370915,0.93505947,1.020657901,0.877664387,0,0.136082763,0,0.567603421,0,0.03928371,0,0,0,0,0.204124145,0.11785113,0,0,0,0.06415003,0.037037037,0,0,0,10,2,2,1,0,0,1170.087892,1305.360297,1661.137633,1641.929153,1498.937639,20.13444934,21.16272975,26.16245786,25.88182951,25.1587338,0.270009417,-0.167387895,-0.033736758,0.143068082,-0.103810079,0,2,26.853347,45.824653,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4056,0,1.7091,-0.240893881,-8.794144359,-7.900860421
21,CC(C(C1=CC=CC=C1)O)NC,-0.96,Potentiometric,7.4,Ephedrine,0,11.69402625,15.99795105,-0.414414873,0.281415746,5.404883533,9.193087279,0.4,0.77,165.2325784,0,3,2.34,6,8,12,1,27,0.7681,0.58997761,53.8253,0,1,1,1,1,0,0,1,0,0.195378547,54,202,15,23.35301104,1.946084253,5.194760985,2.511933288,2.682827696,4.584962501,32.26,0.75,0.428571429,0.333333333,1.914453494,2.620741394,0,6.083643419,5.885267085,0,2.381101578,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.08333333,4.888888889,2.777777778,0.4,597.02,0.5,127,8.974691495,5.753218858,4.642739027,3.93491896,2.496350856,1.671807069,0.749133414,0.446383983,7.48866548,4.156916364,2.932871182,2.070042379,1.096760394,0.633332261,0.25454344,0.12557738,1.706779636,2.143435034,2.481465147,0.73210511,0.763550429,0.735876104,0.594819017,0,0.232307808,0,0.337427311,0,0.062112999,0,0,0,0,0.102062073,0.058925565,0,0,0,0.032075015,0.018518519,0,0,0,5,1,1,2,0,0,645.7066103,701.0043572,861.8044834,789.2283935,541.1365361,13.13444934,12.66445584,15.99654782,16.71591946,12.3286398,0.153467274,-0.063070188,-0.054969193,0.063307034,-0.021671799,2,2,17.058105,29.503895,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6949,1.2465,2.0499,0.86498566,-10.07784417,-9.212882409
22,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,-0.51,Potentiometric,7.4,Ergonovine,0,11.66471292,16.00610532,-0.420945948,0.356173133,4.329643388,11.74573412,0.421052632,0.102,325.4055389,0,4,3,11,12,27,1,47,-0.3764,0.14167696,98.3117,0,4,2,1,1,0,1,3,0,0.198659798,134,1263,43,49.70802853,2.071167855,14.36229746,4.946828282,9.415469173,5.754887502,64.6,0.833333333,0.454545455,0.142857143,2.968258983,4.042177334,0,6.862828511,22.19310283,0,12.35852439,0,0,0.2,0,0,0,0,0,0.125,0.447213595,0,2,0,3,0,1,4,3,0,2,2,2,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,17.41563786,6.9575,3.128347184,0.421052632,1948.05,0.666666667,464,16.8445705,11.5797187,10.76820381,9.534638571,8.218919281,7.077707751,5.282619427,4.318050857,14.04279798,8.50704177,7.022255817,5.267512442,4.010100258,3.074769446,2.012353001,1.432298958,4.474196118,7.484234422,11.57276609,2.161071824,3.195998092,4.382506456,1.779439057,0,0.481659318,0,1.046995093,0,0.200614469,0,0,0,0.096225045,0.360596178,0.719707463,0,0,0.036084392,0.144391858,0.270924951,0,0,2,5,4,3,3,1,0,1921.597952,2354.574631,3533.130604,3697.104837,3261.320784,26.62887897,28.82745749,42.71328295,46.3774669,43.40508334,0.402697985,-0.18962697,-0.037947422,0.001787458,0.056932974,3,5,29.401761,53.680239,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.007,1.9294,4.5336,-1.771414914,-21.42693595,-23.19835086
23,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,-0.43,Potentiometric,7.4,Erythromycin,0,11.77507009,16.01618416,-0.425573394,0.393491864,5.272159599,12.2165736,0.945945946,1.141,733.928226,2,7,3.99,3,15,53,1,118,1.6522,2.72976484,186.0333,0,2,0,3,0,0,0,2,0,0.264376615,270,8842,101,99.95722751,1.959945637,38.61309793,35.58593245,3.02716548,6.727920455,193.91,0.75,0.428571429,9.295892986,7.849986799,36.15826234,6.523177018,0.722032963,13.18466886,2.421858902,28.25890456,10.76170672,0.414913267,2.732656142,6.377917888,2.886735094,0,0,0,0,0,0,13,0,4,0,0,0,15,0,2,0,0,3,0,0,0,0,0,0,0,1,0,5,2,6,0,0,0,0,0,0,0,0,45.38981844,17.85395598,10.06201415,0.945945946,11850.14,0.549019608,1197,38.96337266,23.4255188,23.45944727,19.66293269,14.47295621,10.40126936,6.827638039,4.844334698,32.93794906,18.49411747,16.47185399,11.82155304,8.410333559,4.908563467,3.0769053,1.85705599,14.47726455,21.59268061,31.12387327,7.013990189,9.832116925,11.56283274,6.293590343,0.515128379,2.407078645,0.346225045,3.732767513,0.249156026,0.86098612,0.083794731,0,0,0,0.103668078,0.394848785,0,0,0,0.059852793,0.164516967,0,0,1,1,0,12,13,7,0,3784.460573,4481.360907,6556.991297,7689.099823,8156.952837,61.42807776,59.80829337,95.61480622,121.2549718,126.3138835,1.756091371,-0.738111336,-0.268426854,-0.060230976,0.534467214,5,14,88.636869,121.321131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5784,3.8156,12.098,9.22043499,-63.01304971,-47.20889101
24,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,1.29,Potentiometric,7.4,Ethinylestradiol,0,11.66995726,15.99902273,-0.423685552,0.319405491,5.036016039,12.06041812,0.6,3.493,296.4041059,0,0,3.44,7,12,25,0,46,4.0592,16.47710464,90.3781,0,4,1,1,1,0,1,3,0,0.136607211,130,941,46,45.56093627,2.070951649,5.07608676,5.07608676,0,5.64385619,40.46,0.833333333,0.454545455,0.25,4.584939419,2.309574272,2.149139864,12.36495959,21.39890578,6.786930163,6.631975708,3.327536019,1,0.1,0,0,0,0,0,0,0,0,1,0,6,1,0,3,3,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15.5232,5.25,2.111111111,0.666666667,1939.02,0.772727273,399,15.53516943,10.48311201,10.26274184,9.772543288,8.030205596,6.554190725,5.054751371,3.951612792,13.17851976,8.503344581,7.798061397,7.100474364,5.821907213,4.507002304,3.241037306,2.388598417,6.615322006,10.85217165,15.84428018,4.298525049,7.022810011,9.813705053,2.337295093,0.227062073,1.221240461,0.448623438,1.56142044,0.141590543,0.726252632,0.199757746,0,0,0.072168784,0.459775766,1.068622394,0,0,0.072168784,0.34706119,0.712453977,1,1,0,4,2,1,6,4,1,1874.598468,2345.348556,3711.653488,3939.372626,3001.295699,23.54893807,25.66418395,41.66045989,48.32464384,37.32836791,0.140645334,-0.050557187,-0.021998538,0.00659458,0.00846129,2,2,26.236968,52.807032,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6884,1.4865,1.9177,-1.697753346,-11.00293977,-12.70069312
25,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,-0.54,Potentiometric,7.4,Famotidine,0,11.81432143,31.97930934,-0.375512266,0.487754785,5.670617147,10.66842318,0.375,-1.791,337.4489858,0,7,1.02,8,14,20,5,35,-1.4191,2.01384481,82.0882,0,1,1,1,1,0,1,0,0,0.695100193,94,1046,20,38.7672983,1.938364915,32.50347134,4.699523635,18.53128358,5.321928095,234.28,0.857142857,0.461538462,0,0,0,0,2.40685195,5.012598496,0,1.449037065,0,0,0.5,0,0,0.811317618,2.447265885,0,0.598408481,0,0,0,0,3,0,0,1,0,0,2,2,0,0,4,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,0,1,0,0,18.05,8.444444444,8.8128,0.375,845.12,0.25,406,15.17336211,9.259838812,9.329065531,4.974697777,4.394702033,2.396550688,1.612993535,1.162369274,12.22768886,7.658082028,5.802554904,3.659373869,2.857154512,1.761234857,1.195190056,0.776979047,1.983102501,3.603456079,3.12879775,0.707436765,1.130122205,0.986273907,2.665831887,0.353553391,0,0,0.613106923,0.026335859,0,0,0,0,0.11785113,0.166666667,0.165963653,0,0,0.079056942,0.091257038,0.111142989,0,0,2,1,0,2,1,0,0,1519.775861,1639.297014,2074.566693,1623.89757,1610.862395,42.4520593,37.34830573,43.71897632,34.56947598,43.27073838,0.474281631,-0.381060695,0.243361535,-0.147297298,0.090491874,4,9,28.754105,42.085895,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.2991,7.6797,7.0622,0.736926386,-30.62657744,-24.86405354
26,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,1.77,Potentiometric,7.4,Flufenamic acid,0,11.69342659,19.00559607,-0.376442611,0.501193349,3.593193761,9.872601402,0.071428571,2.525,281.2304328,0,4,2.34,16,10,21,0,30,1.9599,3.84120801,75.0807,1,2,2,2,2,0,0,2,0,0.175510151,102,828,29,39.80097091,1.990048545,15.13710719,4.85054318,3.141920498,5.392317423,49.33,0.8,0.444444444,0,0,0,0,8.506427703,13.3906893,1.868551911,3.92513639,1.377532629,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,16.37188209,6.84,4.496326531,0.071428571,581.06,0.65,304,14.75071238,9.376028663,9.283690665,6.467813055,5.12644422,4.052455472,2.419155057,1.749859828,10.10815746,5.643395127,4.054300008,2.626377724,1.707393113,1.09692829,0.510768991,0.286945573,3.640338169,4.812465914,6.139187725,0.825265651,0.945506897,0.972000168,2.35056988,0.288675135,0.637136847,0.144337567,0.4907881,0.013498731,0.069723776,0.004499577,0,0,0,0.166666667,0.207630319,0,0,0,0.055555556,0.055555556,0,0,1,10,2,1,0,0,0,1039.954397,1200.930623,1620.066355,1575.76226,1312.674719,26.41505079,23.74190316,38.35486847,34.64998824,32.42454757,0.496959968,-0.292903294,0.072053539,-0.069605358,-0.005531055,2,3,16.15907,35.68293,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8917,2.271,3.4561,-1.477390057,-18.70511472,-17.97464149
